Security,Holder,Weight
EXC UW Equity,Ecofin Advisors Ltd,0.0000
EXC UW Equity,Azimut Holding SpA,0.0000
EXC UW Equity,Hudson Bay Capital Management LP,0.0007
EXC UW Equity,TwinBeech Capital LP,0.0012
EXC UW Equity,Squarepoint Ops LLC,0.0003
EXC UW Equity,Element Capital Management LLC,0.0035
EXPD UW Equity,AQR Capital Management LLC,0.0025
EXPD UW Equity,Millennium Management LLC/NY,0.0004
EXPD UW Equity,Renaissance Technologies LLC,0.0005
EXPD UW Equity,Douglas Lane & Associates LLC,0.0027
EXPD UW Equity,NewEdge Wealth LLC,0.0043
EXPD UW Equity,Adage Capital Management LP,0.0000
EXPD UW Equity,DE Shaw & Co LP,0.0000
EXPD UW Equity,Redwood Investment Management LLC,0.0085
EXPD UW Equity,Gotham Asset Management LLC,0.0016
EXPD UW Equity,Cubist Systematic Strategies LLC,0.0007
EXPD UW Equity,Squarepoint Ops LLC,0.0003
EXPD UW Equity,Schonfeld Strategic Advisors LLC,0.0004
EXPD UW Equity,Keel Point LLC,0.0050
EXPD UW Equity,LMCG Investments LLC,0.0024
EXPD UW Equity,Ergoteles LLC,0.0016
EXPD UW Equity,Point72 Asset Management LP,0.0000
EXPD UW Equity,Two Sigma Investments LP,0.0000
EXPD UW Equity,Corient Private Wealth LLC,0.0001
EXPD UW Equity,EHP Funds Inc,0.0063
EXPD UW Equity,TwinBeech Capital LP,0.0004
EXPE UW Equity,PAR Capital Management Inc,0.1295
EXPE UW Equity,Alkeon Capital Management LLC,0.0201
EXPE UW Equity,Citadel Advisors LLC,0.0022
EXPE UW Equity,Arrowstreet Capital LP,0.0013
EXPE UW Equity,Patient Capital Management LLC,0.0552
EXPE UW Equity,Southpoint Capital Advisors LP,0.0215
EXPE UW Equity,MARSHALL WACE,0.0000
EXPE UW Equity,Palestra Capital Management LLC,0.0409
EXPE UW Equity,AQR Capital Management LLC,0.0017
EXPE UW Equity,Woodline Partners LP,0.0068
EXPE UW Equity,Balyasny Asset Management LP,0.0014
EXPE UW Equity,Millennium Management LLC/NY,0.0005
EXPE UW Equity,DE Shaw & Co LP,0.0000
EXPE UW Equity,Glenview Capital Management LLC,0.0113
EXPE UW Equity,Kovitz Investment Group Partners L,0.0060
EXPE UW Equity,Ardmore Road Asset Management LP,0.1153
EXPE UW Equity,Invenomic Capital Management LP,0.0198
EXPE UW Equity,Blue Grotto Capital LLC,0.0808
EXPE UW Equity,GMT Capital Corp,0.0121
EXPE UW Equity,Capital Fund Management SA,0.0048
EXR UN Equity,Citadel Advisors LLC,0.0017
EXR UN Equity,Millennium Management LLC/NY,0.0014
EXR UN Equity,Waterfront Capital Partners LLC,0.0541
EXR UN Equity,Renaissance Technologies LLC,0.0007
EXR UN Equity,AEW Capital Management LP,0.0198
EXR UN Equity,Alyeska Investment Group LP,0.0018
EXR UN Equity,Tudor Investment Corp,0.0036
EXR UN Equity,Lighthouse Investment Partners LLC,0.0143
EXR UN Equity,Ergoteles LLC,0.0085
EXR UN Equity,DE Shaw & Co LP,0.0000
EXR UN Equity,Verition Fund Management LLC,0.0023
EXR UN Equity,Two Sigma Investments LP,0.0000
EXR UN Equity,ExodusPoint Capital Management LP,0.0013
EXR UN Equity,Holocene Advisors LP,0.0003
EXR UN Equity,MARSHALL WACE,0.0000
EXR UN Equity,Gotham Asset Management LLC,0.0013
EXR UN Equity,TwinBeech Capital LP,0.0009
EXR UN Equity,AQR Capital Management LLC,0.0001
EXR UN Equity,Lake Street Advisors Group LLC,0.0012
EXR UN Equity,Laurion Capital Management LP,0.0009
F UN Equity,Two Sigma Investments LP,0.0000
F UN Equity,Renaissance Technologies LLC,0.0045
F UN Equity,DE Shaw & Co LP,0.0000
F UN Equity,Arrowstreet Capital LP,0.0018
F UN Equity,Millennium Management LLC/NY,0.0007
F UN Equity,Adage Capital Management LP,0.0000
F UN Equity,Holocene Advisors LP,0.0023
F UN Equity,Douglas Lane & Associates LLC,0.0048
F UN Equity,Citadel Advisors LLC,0.0003
F UN Equity,AQR Capital Management LLC,0.0005
F UN Equity,Tocqueville Asset Management LP,0.0026
F UN Equity,Squarepoint Ops LLC,0.0008
F UN Equity,Corient Private Wealth LLC,0.0003
F UN Equity,Quantitative Investment Management,0.0113
F UN Equity,Cubist Systematic Strategies LLC,0.0008
F UN Equity,Capital Fund Management SA,0.0012
F UN Equity,Paloma Partners Management Co,0.0173
F UN Equity,Gotham Asset Management LLC,0.0011
F UN Equity,Balyasny Asset Management LP,0.0001
F UN Equity,Graham Capital Management LP,0.0019
FANG UW Equity,Citadel Advisors LLC,0.0019
FANG UW Equity,Holocene Advisors LP,0.0056
FANG UW Equity,Millennium Management LLC/NY,0.0012
FANG UW Equity,Point72 Asset Management LP,0.0000
FANG UW Equity,Palo Duro Investment Partners LP,0.2025
FANG UW Equity,ExodusPoint Capital Management LP,0.0069
FANG UW Equity,Balyasny Asset Management LP,0.0013
FANG UW Equity,Woodline Partners LP,0.0051
FANG UW Equity,Twin Tree Management LP,0.0076
FANG UW Equity,SIR Capital Management LP,0.0400
FANG UW Equity,HITE Hedge Asset Management LLC,0.0330
FANG UW Equity,Merewether Investment Management L,0.0180
FANG UW Equity,Sagefield Capital LP,0.0497
FANG UW Equity,Tocqueville Asset Management LP,0.0041
FANG UW Equity,Adage Capital Management LP,0.0000
FANG UW Equity,Nokomis Capital LLC,0.0407
FANG UW Equity,Weiss Multi-Strategy Advisers LLC,0.0022
FANG UW Equity,Woodson Capital Management LP,0.0165
FANG UW Equity,Bridgewater Associates LP,0.0006
FANG UW Equity,Zweig-Dimenna Associates LLC,0.0119
FAST UW Equity,Cantillon Capital Management LLC,0.0228
FAST UW Equity,Select Equity Group LP,0.0050
FAST UW Equity,Echo Street Capital Management LLC,0.0035
FAST UW Equity,DE Shaw & Co LP,0.0000
FAST UW Equity,Squarepoint Ops LLC,0.0009
FAST UW Equity,NZS Capital LLC,0.0082
FAST UW Equity,Millennium Management LLC/NY,0.0002
FAST UW Equity,Azimuth Capital Investment Managem,0.0071
FAST UW Equity,AQR Capital Management LLC,0.0002
FAST UW Equity,Tudor Investment Corp,0.0015
FAST UW Equity,Citadel Advisors LLC,0.0001
FAST UW Equity,Holocene Advisors LP,0.0002
FAST UW Equity,Corient Private Wealth LLC,0.0001
FAST UW Equity,Beverly Hills Private Wealth LLC,0.0075
FAST UW Equity,Parallax Volatility Advisers LP,0.0015
FAST UW Equity,Hudson Bay Capital Management LP,0.0004
FAST UW Equity,Keel Point LLC,0.0052
FAST UW Equity,NewEdge Wealth LLC,0.0012
FAST UW Equity,Gotham Asset Management LLC,0.0008
FAST UW Equity,Family Management Corp,0.0072
FCX UN Equity,Two Sigma Investments LP,0.0000
FCX UN Equity,Millennium Management LLC/NY,0.0016
FCX UN Equity,Holocene Advisors LP,0.0062
FCX UN Equity,Citadel Advisors LLC,0.0012
FCX UN Equity,Lansdowne Partners UK LLP,0.0827
FCX UN Equity,Balyasny Asset Management LP,0.0017
FCX UN Equity,TwinBeech Capital LP,0.0115
FCX UN Equity,PointState Capital LP,0.0218
FCX UN Equity,Adage Capital Management LP,0.0000
FCX UN Equity,DE Shaw & Co LP,0.0000
FCX UN Equity,Pentwater Capital Management LP,0.0065
FCX UN Equity,Douglas Lane & Associates LLC,0.0073
FCX UN Equity,Tree Line Advisors Hong Kong Ltd,0.2200
FCX UN Equity,Corient Private Wealth LLC,0.0007
FCX UN Equity,Tudor Investment Corp,0.0048
FCX UN Equity,Point72 Asset Management LP,0.0000
FCX UN Equity,Twin Tree Management LP,0.0054
FCX UN Equity,ExodusPoint Capital Management LP,0.0025
FCX UN Equity,Tocqueville Asset Management LP,0.0038
FCX UN Equity,Capital Fund Management SA,0.0033
FDS UN Equity,Echo Street Capital Management LLC,0.0136
FDS UN Equity,Two Sigma Investments LP,0.0000
FDS UN Equity,PineStone Asset Management Inc,0.0048
FDS UN Equity,Citadel Advisors LLC,0.0003
FDS UN Equity,Cubist Systematic Strategies LLC,0.0015
FDS UN Equity,Millennium Management LLC/NY,0.0001
FDS UN Equity,DE Shaw & Co LP,0.0000
FDS UN Equity,Renaissance Technologies LLC,0.0001
FDS UN Equity,Schonfeld Strategic Advisors LLC,0.0006
FDS UN Equity,Point72 Asset Management LP,0.0000
FDS UN Equity,Adage Capital Management LP,0.0000
FDS UN Equity,PDT Partners LLC,0.0032
FDS UN Equity,MARSHALL WACE,0.0000
FDS UN Equity,NewEdge Wealth LLC,0.0008
FDS UN Equity,Squarepoint Ops LLC,0.0001
FDS UN Equity,Tsai Capital Corp,0.0201
FDS UN Equity,AQR Capital Management LLC,0.0000
FDS UN Equity,Corient Private Wealth LLC,0.0000
FDS UN Equity,Fora Capital LLC,0.0023
FDS UN Equity,Edgestream Partners LP,0.0014
FDX UN Equity,Citadel Advisors LLC,0.0038
FDX UN Equity,Arrowstreet Capital LP,0.0031
FDX UN Equity,Millennium Management LLC/NY,0.0024
FDX UN Equity,Point72 Asset Management LP,0.0000
FDX UN Equity,Appaloosa LP,0.0298
FDX UN Equity,Balyasny Asset Management LP,0.0043
FDX UN Equity,MARSHALL WACE,0.0000
FDX UN Equity,Renaissance Technologies LLC,0.0016
FDX UN Equity,Schonfeld Strategic Advisors LLC,0.0070
FDX UN Equity,Adage Capital Management LP,0.0000
FDX UN Equity,Twin Tree Management LP,0.0134
FDX UN Equity,Staley Capital Advisers Inc,0.0313
FDX UN Equity,Senator Investment Group LP,0.0298
FDX UN Equity,AQR Capital Management LLC,0.0012
FDX UN Equity,Tocqueville Asset Management LP,0.0088
FDX UN Equity,Interval Partners LP,0.0218
FDX UN Equity,J Goldman & Co LP,0.0231
FDX UN Equity,Weiss Multi-Strategy Advisers LLC,0.0080
FDX UN Equity,Holocene Advisors LP,0.0016
FDX UN Equity,ExodusPoint Capital Management LP,0.0039
FE UN Equity,Icahn Enterprises LP,0.0350
FE UN Equity,Citadel Advisors LLC,0.0014
FE UN Equity,Millennium Management LLC/NY,0.0004
FE UN Equity,Zimmer Partners LP,0.0084
FE UN Equity,Schonfeld Strategic Advisors LLC,0.0028
FE UN Equity,Balyasny Asset Management LP,0.0009
FE UN Equity,Verition Fund Management LLC,0.0037
FE UN Equity,Adage Capital Management LP,0.0000
FE UN Equity,Lighthouse Investment Partners LLC,0.0116
FE UN Equity,Two Sigma Investments LP,0.0000
FE UN Equity,Yaupon Capital Management LP,0.0157
FE UN Equity,WS Management LLLP,0.0147
FE UN Equity,MARSHALL WACE,0.0000
FE UN Equity,Bayesian Capital Management LP,0.0034
FE UN Equity,AQR Capital Management LLC,0.0001
FE UN Equity,Wexford Capital LP,0.0058
FE UN Equity,Element Capital Management LLC,0.0018
FE UN Equity,American Assets Investment Managem,0.0030
FE UN Equity,Hudson Bay Capital Management LP,0.0003
FE UN Equity,Azimut Holding SpA,0.0000
FFIV UW Equity,Renaissance Technologies LLC,0.0020
FFIV UW Equity,AQR Capital Management LLC,0.0010
FFIV UW Equity,Adage Capital Management LP,0.0000
FFIV UW Equity,Citadel Advisors LLC,0.0004
FFIV UW Equity,Woodline Partners LP,0.0038
FFIV UW Equity,Two Sigma Investments LP,0.0000
FFIV UW Equity,DE Shaw & Co LP,0.0000
FFIV UW Equity,Balyasny Asset Management LP,0.0006
FFIV UW Equity,TwinBeech Capital LP,0.0036
FFIV UW Equity,Tudor Investment Corp,0.0018
FFIV UW Equity,Touchstone Capital Inc,0.1008
FFIV UW Equity,Bridgewater Associates LP,0.0005
FFIV UW Equity,Holocene Advisors LP,0.0003
FFIV UW Equity,Millennium Management LLC/NY,0.0001
FFIV UW Equity,Twin Tree Management LP,0.0012
FFIV UW Equity,Gotham Asset Management LLC,0.0009
FFIV UW Equity,Teza Capital Management LLC,0.0031
FFIV UW Equity,Cubist Systematic Strategies LLC,0.0003
FFIV UW Equity,Schonfeld Strategic Advisors LLC,0.0003
FFIV UW Equity,Sora Investors LLC,0.0097
FI UN Equity,Bluespruce Investments LP,0.1611
FI UN Equity,Egerton Capital UK LLP,0.0440
FI UN Equity,Echo Street Capital Management LLC,0.0218
FI UN Equity,Arrowstreet Capital LP,0.0027
FI UN Equity,Holocene Advisors LP,0.0073
FI UN Equity,PointState Capital LP,0.0594
FI UN Equity,Rivulet Capital LLC,0.0895
FI UN Equity,Adage Capital Management LP,0.0000
FI UN Equity,Kensico Capital Management Corp,0.0463
FI UN Equity,Glenview Capital Management LLC,0.0299
FI UN Equity,MARSHALL WACE,0.0000
FI UN Equity,NZS Capital LLC,0.0400
FI UN Equity,Millennium Management LLC/NY,0.0008
FI UN Equity,Corient Private Wealth LLC,0.0016
FI UN Equity,Staley Capital Advisers Inc,0.0325
FI UN Equity,Nitorum Capital LP,0.0556
FI UN Equity,MIG Capital LLC,0.0956
FI UN Equity,Samlyn Capital LLC,0.0076
FI UN Equity,Patient Capital Management LLC,0.0203
FI UN Equity,AQR Capital Management LLC,0.0008
FICO UN Equity,Lindsell Train Ltd,0.1154
FICO UN Equity,Citadel Advisors LLC,0.0026
FICO UN Equity,Kensico Capital Management Corp,0.0908
FICO UN Equity,Frontier Capital Management Co LLC,0.0104
FICO UN Equity,Millennium Management LLC/NY,0.0011
FICO UN Equity,DE Shaw & Co LP,0.0000
FICO UN Equity,AQR Capital Management LLC,0.0019
FICO UN Equity,Heard Capital LLC,0.0569
FICO UN Equity,Balyasny Asset Management LP,0.0016
FICO UN Equity,Arrowstreet Capital LP,0.0006
FICO UN Equity,Adage Capital Management LP,0.0000
FICO UN Equity,Candlestick Capital Management LP,0.0106
FICO UN Equity,Bowie Capital Management LLC,0.0364
FICO UN Equity,Driehaus Capital Management LLC,0.0032
FICO UN Equity,Twin Tree Management LP,0.0051
FICO UN Equity,Bridgewater Associates LP,0.0012
FICO UN Equity,Point72 Asset Management LP,0.0000
FICO UN Equity,LMR Partners LLP,0.0037
FICO UN Equity,Two Sigma Investments LP,0.0000
FICO UN Equity,Schonfeld Strategic Advisors LLC,0.0012
FIS UN Equity,Baupost Group LLC/The,0.0664
FIS UN Equity,Citadel Advisors LLC,0.0032
FIS UN Equity,Two Sigma Investments LP,0.0000
FIS UN Equity,JANA Partners LLC,0.1511
FIS UN Equity,Renaissance Technologies LLC,0.0023
FIS UN Equity,Steadfast Capital Management LP,0.0348
FIS UN Equity,Point72 Asset Management LP,0.0000
FIS UN Equity,Millennium Management LLC/NY,0.0012
FIS UN Equity,Rivulet Capital LLC,0.0601
FIS UN Equity,Balyasny Asset Management LP,0.0025
FIS UN Equity,Hawk Ridge Capital Management LP,0.0417
FIS UN Equity,Arrowstreet Capital LP,0.0010
FIS UN Equity,DE Shaw & Co LP,0.0000
FIS UN Equity,TwinBeech Capital LP,0.0125
FIS UN Equity,Elliott Investment Management LP,0.0071
FIS UN Equity,Cubist Systematic Strategies LLC,0.0063
FIS UN Equity,Squarepoint Ops LLC,0.0030
FIS UN Equity,Davide Leone & Partners Investment,0.2727
FIS UN Equity,AQR Capital Management LLC,0.0011
FIS UN Equity,Hound Partners LLC,0.0729
FITB UW Equity,Citadel Advisors LLC,0.0011
FITB UW Equity,Millennium Management LLC/NY,0.0009
FITB UW Equity,Schonfeld Strategic Advisors LLC,0.0040
FITB UW Equity,Two Sigma Investments LP,0.0000
FITB UW Equity,Point72 Asset Management LP,0.0000
FITB UW Equity,Rhino Investment Partners Inc,0.0899
FITB UW Equity,Alyeska Investment Group LP,0.0015
FITB UW Equity,Adage Capital Management LP,0.0000
FITB UW Equity,ExodusPoint Capital Management LP,0.0019
FITB UW Equity,Capital Fund Management SA,0.0025
FITB UW Equity,Twin Tree Management LP,0.0030
FITB UW Equity,DE Shaw & Co LP,0.0000
FITB UW Equity,Hudson Bay Capital Management LP,0.0011
FITB UW Equity,Fourthstone LLC,0.0267
FITB UW Equity,MARSHALL WACE,0.0000
FITB UW Equity,Squarepoint Ops LLC,0.0004
FITB UW Equity,Interval Partners LP,0.0033
FITB UW Equity,Kovitz Investment Group Partners L,0.0008
FITB UW Equity,Corient Private Wealth LLC,0.0001
FITB UW Equity,Clearstead Advisors LLC,0.0029
FLT UN Equity,Tiger Global Management LLC,0.0165
FLT UN Equity,Alua Capital Management LP,0.0478
FLT UN Equity,Invenomic Capital Management LP,0.0343
FLT UN Equity,Long Path Partners LP,0.2291
FLT UN Equity,Steadfast Capital Management LP,0.0099
FLT UN Equity,DE Shaw & Co LP,0.0000
FLT UN Equity,Adage Capital Management LP,0.0000
FLT UN Equity,Corient Private Wealth LLC,0.0005
FLT UN Equity,Bridgewater Associates LP,0.0010
FLT UN Equity,AQR Capital Management LLC,0.0003
FLT UN Equity,Incline Global Management LLC,0.0410
FLT UN Equity,Rivermont Capital Management LP,0.0664
FLT UN Equity,Point72 Asset Management LP,0.0000
FLT UN Equity,Douglas Lane & Associates LLC,0.0023
FLT UN Equity,Yarra Square Partners LP,0.1151
FLT UN Equity,Azimuth Capital Investment Managem,0.0052
FLT UN Equity,Distillate Capital Partners LLC,0.0000
FLT UN Equity,Berylson Capital Partners LLC,0.2196
FLT UN Equity,Harbor Spring Capital LLC,0.0337
FLT UN Equity,Millennium Management LLC/NY,0.0001
FMC UN Equity,Citadel Advisors LLC,0.0012
FMC UN Equity,Glenview Capital Management LLC,0.0237
FMC UN Equity,Millennium Management LLC/NY,0.0005
FMC UN Equity,Renaissance Technologies LLC,0.0005
FMC UN Equity,Skylands Capital LLC,0.0331
FMC UN Equity,DE Shaw & Co LP,0.0000
FMC UN Equity,Frontier Capital Management Co LLC,0.0014
FMC UN Equity,Verition Fund Management LLC,0.0023
FMC UN Equity,Adage Capital Management LP,0.0000
FMC UN Equity,Cubist Systematic Strategies LLC,0.0013
FMC UN Equity,AQR Capital Management LLC,0.0002
FMC UN Equity,TwinBeech Capital LP,0.0016
FMC UN Equity,Squarepoint Ops LLC,0.0005
FMC UN Equity,Point72 Asset Management LP,0.0000
FMC UN Equity,Soros Fund Management LLC,0.0013
FMC UN Equity,ExodusPoint Capital Management LP,0.0004
FMC UN Equity,LMCG Investments LLC,0.0016
FMC UN Equity,Fora Capital LLC,0.0033
FMC UN Equity,Ergoteles LLC,0.0009
FMC UN Equity,HITE Hedge Asset Management LLC,0.0020
FOX UW Equity,CQS US LLC,0.0576
FOX UW Equity,Echo Street Capital Management LLC,0.0036
FOX UW Equity,Renaissance Technologies LLC,0.0003
FOX UW Equity,Hunting Hill Global Capital LLC,0.0993
FOX UW Equity,DE Shaw & Co LP,0.0000
FOX UW Equity,Palliser Capital UK Ltd,0.1579
FOX UW Equity,Verition Fund Management LLC,0.0011
FOX UW Equity,Landscape Capital Management LLC,0.0078
FOX UW Equity,Robertson Opportunity Capital LLC,0.0268
FOX UW Equity,Nine Masts Capital Ltd,0.0432
FOX UW Equity,Prelude Capital Management LLC,0.0038
FOX UW Equity,Edgestream Partners LP,0.0039
FOX UW Equity,Adage Capital Management LP,0.0000
FOX UW Equity,Millennium Management LLC/NY,0.0000
FOX UW Equity,Boothbay Fund Management LLC,0.0005
FOX UW Equity,ExodusPoint Capital Management LP,0.0001
FOX UW Equity,Summit Global Investments LLC,0.0007
FOX UW Equity,Citadel Advisors LLC,0.0000
FOX UW Equity,TwinBeech Capital LP,0.0002
FOX UW Equity,Winton Group Ltd,0.0007
FOXA UW Equity,DE Shaw & Co LP,0.0000
FOXA UW Equity,Laurion Capital Management LP,0.0309
FOXA UW Equity,Squarepoint Ops LLC,0.0015
FOXA UW Equity,Citadel Advisors LLC,0.0002
FOXA UW Equity,Bridgewater Associates LP,0.0009
FOXA UW Equity,AQR Capital Management LLC,0.0003
FOXA UW Equity,Woodline Partners LP,0.0015
FOXA UW Equity,Millennium Management LLC/NY,0.0001
FOXA UW Equity,Renaissance Technologies LLC,0.0001
FOXA UW Equity,Gotham Asset Management LLC,0.0013
FOXA UW Equity,Lighthouse Investment Partners LLC,0.0044
FOXA UW Equity,Edgestream Partners LP,0.0050
FOXA UW Equity,Summit Street Capital Management L,0.0241
FOXA UW Equity,Adage Capital Management LP,0.0000
FOXA UW Equity,Twin Tree Management LP,0.0007
FOXA UW Equity,Summit Global Investments LLC,0.0018
FOXA UW Equity,MARSHALL WACE,0.0000
FOXA UW Equity,Seven Eight Capital LP,0.0039
FOXA UW Equity,TwinBeech Capital LP,0.0004
FOXA UW Equity,ExodusPoint Capital Management LP,0.0002
FRT UN Equity,Rush Island Management LP,0.0796
FRT UN Equity,Alyeska Investment Group LP,0.0046
FRT UN Equity,Adage Capital Management LP,0.0000
FRT UN Equity,Masterton Capital Management LP,0.1713
FRT UN Equity,Balyasny Asset Management LP,0.0003
FRT UN Equity,AQR Capital Management LLC,0.0001
FRT UN Equity,Renaissance Technologies LLC,0.0001
FRT UN Equity,Holocene Advisors LP,0.0001
FRT UN Equity,Point72 Asset Management LP,0.0000
FRT UN Equity,Edgestream Partners LP,0.0016
FRT UN Equity,Ergoteles LLC,0.0008
FRT UN Equity,Algert Global LLC,0.0007
FRT UN Equity,Tudor Investment Corp,0.0002
FRT UN Equity,NewEdge Wealth LLC,0.0003
FRT UN Equity,Campbell & Co Investment Adviser L,0.0014
FRT UN Equity,Squarepoint Ops LLC,0.0000
FRT UN Equity,Oak Thistle LLC,0.0037
FRT UN Equity,Fort Point Capital Partners LLC,0.0011
FRT UN Equity,Elequin Capital LP,0.0036
FRT UN Equity,Parallax Volatility Advisers LP,0.0002
FSLR UW Equity,Samlyn Capital LLC,0.0416
FSLR UW Equity,Millennium Management LLC/NY,0.0010
FSLR UW Equity,AQR Capital Management LLC,0.0009
FSLR UW Equity,DE Shaw & Co LP,0.0000
FSLR UW Equity,Hill City Capital LP,0.0640
